embranchement,nom_vernaculaire,nom_scientifique,regions
Arthropode,Crabe marbré,Pachygrapsus marmoratus,"atlantique,mediterranee"
Arthropode,Grapse noir,Pachygrapsus maurus,mediterranee
Arthropode,Crabe du rivage à bandes droites,Pachygrapsus transversus,"atlantique,mediterranee"
Arthropode,Écrevisse signal,Pacifastacus leniusculus,"atlantique,mediterranee"
Arthropode,Bernard-l'ermite rouge de récif,Paguristes cadenati,mediterranee
Arthropode,Piade,Paguristes eremita,mediterranee
Arthropode,Paguristes streaensis,Paguristes streaensis,mediterranee
Arthropode,Pagure anachorète,Pagurus anachoretus,mediterranee
Arthropode,Bernard l'ermite commun,Pagurus bernhardus,atlantique
Arthropode,Pagure de Chevreux,Pagurus chevreuxi,mediterranee
Arthropode,Pagure poilu,Pagurus cuanensis,"atlantique,mediterranee"
Arthropode,Pagurus excavatus,Pagurus excavatus,mediterranee
Arthropode,bernard-l'ermite granuleux,Pagurus granosimanus,
Arthropode,bernard-l'ermite hirsute,Pagurus hirsutiusculus,
Arthropode,bernard-l'ermite à longs bras,Pagurus longicarpus,
Arthropode,Pagurus pollicaris,Pagurus pollicaris,atlantique
Arthropode,Pagure de Prideaux,Pagurus prideaux,"atlantique,mediterranee"
Arthropode,bernard-l'ermite de Samuel,Pagurus samuelis,
Arthropode,Pagurus spilocarpus,Pagurus spilocarpus,atlantique
Arthropode,Bouquet balte,Palaemon adspersus,"atlantique,mediterranee"
Arthropode,Palaemon affinis,Palaemon affinis,atlantique
Arthropode,Petite crevette rose,Palaemon elegans,"atlantique,mediterranee"
Arthropode,Bouquet delta,Palaemon longirostris,atlantique
Arthropode,Crevette à gros doigts,Palaemon macrodactylus,atlantique
Arthropode,Bouquet oriental des herbiers,Palaemon paludosus,atlantique
Arthropode,Grande crevette rose,Palaemon serratus,"atlantique,mediterranee"
Arthropode,Bouquet des canaux,Palaemon varians,"atlantique,mediterranee"
Arthropode,Bouquet des marais,Palaemon vulgaris,
Arthropode,Bouquet des posidonies,Palaemon xiphias,mediterranee
Arthropode,Palaemon zariquieyi,Palaemon zariquieyi,mediterranee
Arthropode,Langouste rouge,Palinurus elephas,"atlantique,mediterranee"
Arthropode,Langouste rose,Palinurus mauritanicus,mediterranee
Arthropode,Pandaline à rostre court,Pandalina brevirostris,atlantique
Arthropode,"Crevette nordique (La), Crevette boréale (La), Crevette du Groenland (La), Crevette rose (La)",Pandalus borealis,
Arthropode,Crevette des quais,Pandalus danae,
Arthropode,crevette à flancs rayés,Pandalus dispar,
Arthropode,crevette rose d'Alaska,Pandalus eous,
Arthropode,crevette à front rayé,Pandalus hypsinotus,
Arthropode,crevette océanique,Pandalus jordani,
Arthropode,Crevette striée,Pandalus montagui,
Arthropode,Crevette tache,Pandalus platyceros,
Arthropode,Langouste des Caraïbes,Panulirus argus,"atlantique,mediterranee"
Arthropode,Langouste australienne,Panulirus cygnus,
Arthropode,Langouste du Mexique,Panulirus interruptus,"atlantique,mediterranee"
Arthropode,Langouste peinte,Panulirus versicolor,atlantique
Arthropode,Paracerceis sculpta,Paracerceis sculpta,mediterranee
Arthropode,Crabe bosselé de Monod,Paractaea monodi,mediterranee
Arthropode,Paractaea rufopunctata,Paractaea rufopunctata,mediterranee
Arthropode,Paragalene longicrura,Paragalene longicrura,mediterranee
Arthropode,Gnathia-fourmi,Paragnathia formica,atlantique
Arthropode,Paragrapsus gaimardii,Paragrapsus gaimardii,atlantique
Arthropode,Parajassa pelagica,Parajassa pelagica,atlantique
Arthropode,Paralithodes californiensis,Paralithodes californiensis,atlantique
Arthropode,crabe royal du Kamtchatka,Paralithodes camtschaticus,
Arthropode,crabe royal hérisson,Paralomis granulosa,
Arthropode,Paramysis arenosa,Paramysis arenosa,atlantique
Arthropode,Paranthura nigropunctata,Paranthura nigropunctata,atlantique
Arthropode,Crevette kidi,Parapenaeopsis stylifera,mediterranee
Arthropode,Crevette rose du large,Parapenaeus longirostris,mediterranee
Arthropode,Parasinelobus chevreuxi,Parasinelobus chevreuxi,atlantique
Arthropode,Paratya,Paratya curvirostris,
Arthropode,Pariambus typicus,Pariambus typicus,atlantique
Arthropode,Paromole de Cuvier,Paromola cuvieri,"atlantique,mediterranee"
Arthropode,Parthenopoides massena,Parthenopoides massena,mediterranee
Arthropode,Parvonotus spinosus,Parvonotus spinosus,atlantique
Arthropode,Sivade rose,Pasiphaea multidentata,mediterranee
Arthropode,crevette du Pacifique,Pasiphaea pacifica,
Arthropode,Sivade blanche,Pasiphaea sivado,"atlantique,mediterranee"
Arthropode,Pectenogammarus foxi,Pectenogammarus foxi,mediterranee
Arthropode,Pectenogammarus monomerus,Pectenogammarus monomerus,mediterranee
Arthropode,Peltarion spinulosum,Peltarion spinulosum,
Arthropode,Peltocoxa damnoniensis,Peltocoxa damnoniensis,atlantique
Arthropode,Crevette royale grise,Penaeus aztecus,mediterranee
Arthropode,Crevette cristal,Penaeus brevirostris,mediterranee
Arthropode,Crevette rodché du nord,Penaeus duorarum,
Arthropode,Crevette tigrée brune,Penaeus esculentus,mediterranee
Arthropode,Indian prawn,Penaeus indicus,
Arthropode,Crevette japonaise tigrée,Penaeus japonicus,"atlantique,mediterranee"
Arthropode,Crevette caramote,Penaeus kerathurus,mediterranee
Arthropode,Crevette géante tigrée,Penaeus monodon,"atlantique,mediterranee"
Arthropode,Crevette rodché du Sud,Penaeus notialis,
Arthropode,Crevette ligubam du sud,Penaeus schmitti,
Arthropode,crevette tigrée verte,Penaeus semisulcatus,
Arthropode,Crevette ligubam du nord,Penaeus setiferus,
Arthropode,Crevette à pattes blanches,Penaeus vannamei,"atlantique,mediterranee"
Arthropode,Rockweed isopod,Pentidotea wosnesenskii,
Arthropode,Crabe plat des oursins,Percnon gibbesi,mediterranee
Arthropode,Pereionotus testudo,Pereionotus testudo,"atlantique,mediterranee"
Arthropode,Péricliménès grand V,Periclimenes aegylios,mediterranee
Arthropode,Péricliménès améthyste,Periclimenes amethysteus,mediterranee
Arthropode,Péricliménès atlantique,Periclimenes sagittifer,atlantique
Arthropode,Péricliménès transparente,Periclimenes scriptus,mediterranee
Arthropode,Perioculodes longimanus,Perioculodes longimanus,
Arthropode,Pagure géant des lambis,Petrochirus diogenes,atlantique
Arthropode,Philocheras bispinosus,Philocheras bispinosus,"atlantique,mediterranee"
Arthropode,Philocheras à bandes colorées,Philocheras fasciatus,"atlantique,mediterranee"
Arthropode,Philocheras monacanthus,Philocheras monacanthus,mediterranee
Arthropode,Philocheras sculptus,Philocheras sculptus,atlantique
Arthropode,Petite crevette grise,Philocheras trispinosus,"atlantique,mediterranee"
Arthropode,Philoscia affinis,Philoscia affinis,
Arthropode,Philoscie des mousses (La),Philoscia muscorum,
Arthropode,Photis longicaudata,Photis longicaudata,
Arthropode,Phronime sédentaire,Phronima sedentaria,"atlantique,mediterranee"
Arthropode,Phronimella elongata,Phronimella elongata,mediterranee
Arthropode,Phtisice marine,Phtisica marina,"atlantique,mediterranee"
Arthropode,Phymatoniscus propinquus,Phymatoniscus propinquus,mediterranee
Arthropode,crabe poilu rouge,Pilumnus hirtellus,"atlantique,mediterranee"
Arthropode,Pilumnus sayi,Pilumnus sayi,mediterranee
Arthropode,Pilumne épineux,Pilumnus spinifer,mediterranee
Arthropode,Pilumne à poils soyeux,Pilumnus villosissimus,mediterranee
Arthropode,Pinnothère des amandes de mer,Pinnotheres pectunculi,atlantique
Arthropode,Pinnothère,Pinnotheres pisum,"atlantique,mediterranee"
Arthropode,Pirimèle denticulé,Pirimela denticulata,"atlantique,mediterranee"
Arthropode,Pise armée,Pisa armata,"atlantique,mediterranee"
Arthropode,Lissa goutteuse,Pisa chiragra,"atlantique,mediterranee"
Arthropode,Pise à rostre pointu,Pisa hirticornis,atlantique
Arthropode,Pise à pattes noueuses,Pisa nodipes,"atlantique,mediterranee"
Arthropode,Pise à quatre dents,Pisa tetraodon,"atlantique,mediterranee"
Arthropode,Crabe-porcelaine de Méditerranée,Pisidia bluteli,mediterranee
Arthropode,Crabe porcelaine à longues pinces,Pisidia longicornis,"atlantique,mediterranee"
Arthropode,Crabe de Christophe Colomb,Planes minutus,"atlantique,mediterranee"
Arthropode,Puce de mer,Platorchestia platensis,mediterranee
Arthropode,Platyarthrus aiasensis,Platyarthrus aiasensis,mediterranee
Arthropode,Platyarthrus caudatus,Platyarthrus caudatus,"atlantique,mediterranee"
Arthropode,Platyarthrus costulatus,Platyarthrus costulatus,mediterranee
Arthropode,Platyarthrus esterelanus,Platyarthrus esterelanus,mediterranee
Arthropode,Cloporte des fourmis,Platyarthrus hoffmannseggii,"atlantique,mediterranee"
Arthropode,Platyarthrus schoblii,Platyarthrus schoblii,mediterranee
Arthropode,crabe armé,Platymera gaudichaudii,
Arthropode,Platyscelus ovoides,Platyscelus ovoides,mediterranee
Arthropode,Salicoque rouge d'Argentine,Pleoticus muelleri,mediterranee
Arthropode,Crevette édouard,Plesionika edwardsii,mediterranee
Arthropode,Crevette flèche,Plesionika heterocarpus,mediterranee
Arthropode,Crevette narval,Plesionika narval,mediterranee
Arthropode,Pleurocrypta microbranchiata,Pleurocrypta microbranchiata,"atlantique,mediterranee"
Arthropode,Pleurocrypta porcellanaelongicornis,Pleurocrypta porcellanaelongicornis,atlantique
Arthropode,Pliophrixus philonika,Pliophrixus philonika,mediterranee
Arthropode,Podocère varié,Podocerus variegatus,"atlantique,mediterranee"
Arthropode,Crabe nageur de Bolivar,Polybius bolivari,mediterranee
Arthropode,Étrille fripée,Polybius corrugatus,"atlantique,mediterranee"
Arthropode,Étrille à pattes bleues,Polybius depurator,"atlantique,mediterranee"
Arthropode,Polybius dioscurus,Polybius dioscurus,atlantique
Arthropode,Crabe à sardines,Polybius henslowii,atlantique
Arthropode,Etrille d'eau froide,Polybius holsatus,"atlantique,mediterranee"
Arthropode,Polybius maculatus,Polybius maculatus,mediterranee
Arthropode,Portune marbré,Polybius marmoreus,atlantique
Arthropode,Etrille arquée,Polybius navigator,"atlantique,mediterranee"
Arthropode,Crabe nageur,Polybius pusillus,"atlantique,mediterranee"
Arthropode,Étrille lisse,Polybius vernalis,"atlantique,mediterranee"
Arthropode,Crabe nageur de Zariquiey,Polybius zariquieyi,atlantique
Arthropode,Ecrevisse à pattes grêles,Pontastacus leptodactylus,"atlantique,mediterranee"
Arthropode,Pontocrates altamarinus,Pontocrates altamarinus,atlantique
Arthropode,Pontocrates arenarius,Pontocrates arenarius,
Arthropode,Crevette commensale de la grande nacre,Pontonia pinnophylax,mediterranee
Arthropode,crevette de Norvège,Pontophilus norvegicus,
Arthropode,Porcellane grise,Porcellana platycheles,"atlantique,mediterranee"
Arthropode,Isopod,Porcellio dilatatus,
Arthropode,Cloporte lisse (Le),Porcellio laevis,
Arthropode,Porcellio monticola,Porcellio monticola,
Arthropode,Common Rough Woodlouse,Porcellio scaber,
Arthropode,Porcellion peint,Porcellio spinicornis,
Arthropode,Porcellionides cingendus,Porcellionides cingendus,
Arthropode,Porcellion frontal,Porcellionides pruinosus,
Arthropode,Étrille élégante,Portumnus latipes,"atlantique,mediterranee"
Arthropode,Portunus armatus,Portunus armatus,
Arthropode,Portunus monspeliensis,Portunus monspeliensis,mediterranee
Arthropode,"Étrille pélagique (L'), Lupée pélagique (La)",Portunus pelagicus,
Arthropode,Crabe bleu de Turquie,Potamon ibericum,mediterranee
Arthropode,Crevette caméléon de la mer du Nord,Praunus flexuosus,atlantique
Arthropode,Praunus inermis,Praunus inermis,mediterranee
Arthropode,Praunus neglectus,Praunus neglectus,atlantique
Arthropode,Proasellus banyulensis,Proasellus banyulensis,mediterranee
Arthropode,Proasellus coxalis,Proasellus coxalis,mediterranee
Arthropode,Proasellus meridianus,Proasellus meridianus,atlantique
Arthropode,écrevisse blanche de rivière,Procambarus acutus,
Arthropode,Procambarus alleni,Procambarus alleni,atlantique
Arthropode,Écrevisse de Louisiane,Procambarus clarkii,"atlantique,mediterranee"
Arthropode,Écrevisse marbrée,Procambarus virginalis,mediterranee
Arthropode,Crevette-autruche à rostre pointu,Processa acutirostris,mediterranee
Arthropode,Crevette-autruche comestible,Processa edulis,"atlantique,mediterranee"
Arthropode,Crevette-autruche élégante,Processa elegantula,mediterranee
Arthropode,Crevette-autruche à gros yeux,Processa macrophthalma,mediterranee
Arthropode,Processa modica,Processa modica,mediterranee
Arthropode,Processa nouveli,Processa nouveli,"atlantique,mediterranee"
Arthropode,Crevette-autruche robuste,Processa robusta,mediterranee
Arthropode,Pseudocuma longicorne,Pseudocuma longicorne,
Arthropode,Caprelle phasme,Pseudoprotella phasma,"atlantique,mediterranee"
Arthropode,crabe feuillé,Pugettia foliata,
Arthropode,Pugettia producta,Pugettia producta,atlantique
Arthropode,crabe de Rich,Pugettia richii,
Arthropode,Crabe de vase américain,Rhithropanopeus harrisii,"atlantique,mediterranee"
Arthropode,Crevette danseuse de Durban,Rhynchocinetes durbanensis,atlantique
Arthropode,crevette gambri jaune,Rimapenaeus similis,
Arthropode,Squille de Desmarest,Rissoides desmaresti,atlantique
Arthropode,crabe de Californie,Romaleon antennarium,
Arthropode,Hairy Rock Crab,Romaleon setosum,
Arthropode,crevette à sept carènes,Sabinea septemcarinata,
Arthropode,Saduria entomon,Saduria entomon,
Arthropode,Scina crassicornis,Scina crassicornis,mediterranee
Arthropode,Crevette de roche,Sclerocrangon boreas,
Arthropode,Crabe de mangrove,Scylla serrata,
Arthropode,Grande cigale de mer,Scyllarides latus,"atlantique,mediterranee"
Arthropode,Petite cigale de mer,Scyllarus arctus,"atlantique,mediterranee"
Arthropode,Cigale de mer naine,Scyllarus pygmaeus,mediterranee
Arthropode,Boucot de Méditerranée,Sicyonia carinata,mediterranee
Arthropode,Siriella armata,Siriella armata,"atlantique,mediterranee"
Arthropode,Siriella clausii,Siriella clausii,mediterranee
Arthropode,Siriella jaltensis,Siriella jaltensis,atlantique
Arthropode,Siriella thompsonii,Siriella thompsonii,mediterranee
Arthropode,Crabe de Zariquiey,Sirpus zariquieyi,mediterranee
Arthropode,Crevette Rouge Chinoise,Solenocera melantho,mediterranee
Arthropode,Salicoque des vases,Solenocera membranacea,mediterranee
Arthropode,Sphaerobathytropa ribauti,Sphaerobathytropa ribauti,mediterranee
Arthropode,Sphaeroma serratum,Sphaeroma serratum,"atlantique,mediterranee"
Arthropode,Spinolambrus macrochelos,Spinolambrus macrochelos,mediterranee
Arthropode,crevette de Holmes,Spirontocaris holmesi,
Arthropode,American Mantis Shrimp,Squilla empusa,
Arthropode,Squille ocellée,Squilla mantis,mediterranee
Arthropode,Stenasellus virei,Stenasellus virei,mediterranee
Arthropode,Stenoniscus pleonalis,Stenoniscus pleonalis,"atlantique,mediterranee"
Arthropode,Stenophiloscia glarearum,Stenophiloscia glarearum,mediterranee
Arthropode,"Crevette à bandes (La), Crevette épineuse (La)",Stenopus hispidus,
Arthropode,Crevette cavernicole jaune,Stenopus spinosus,mediterranee
Arthropode,Araignée nez pointu,Stenorhynchus seticornis,"atlantique,mediterranee"
Arthropode,Stenosoma acuminatum,Stenosoma acuminatum,atlantique
Arthropode,Idotée à grandes pattes,Stenosoma appendiculatum,mediterranee
Arthropode,Sténosome à grosse tête,Stenosoma capito,mediterranee
Arthropode,Sténosome porte-lance,Stenosoma lancifer,"atlantique,mediterranee"
Arthropode,Stenothoe monoculoides,Stenothoe monoculoides,atlantique
Arthropode,Sunamphitoe pelagica,Sunamphitoe pelagica,atlantique
Arthropode,Synchelidium maculatum,Synchelidium maculatum,
Arthropode,Idotée étique,Synischia hectica,mediterranee
Arthropode,Talitrus platycheles,Talitrus platycheles,mediterranee
Arthropode,Talitre sauteur,Talitrus saltator,atlantique
Arthropode,Tanais dulongii,Tanais dulongii,atlantique
Arthropode,Tanaopsis graciloides,Tanaopsis graciloides,
Arthropode,crabe casqué,Telmessus cheiragonus,
Arthropode,Themisto gaudichaudii,Themisto gaudichaudii,
Arthropode,Themisto libellula,Themisto libellula,
Arthropode,Parathemisto pacifica,Themisto pacifica,
Arthropode,Crabe-écusson,Thia scutellata,atlantique
Arthropode,Crevette danseuse,Thor amboinensis,"atlantique,mediterranee"
Arthropode,bryozoan shrimp,Thor floridanus,
Arthropode,Thysanoessa macrura,Thysanoessa macrura,
Arthropode,Cloporte de Rathke,Trachelipus rathkii,
Arthropode,Trichoniscoides arcangelii,Trichoniscoides arcangelii,mediterranee
Arthropode,Common Pygmy Woodlouse,Trichoniscus pusillus,
Arthropode,Isopod,Trichoniscus pygmaeus,
Arthropode,Tryphosa nana,Tryphosa nana,atlantique
Arthropode,Tryphosites longipes,Tryphosites longipes,
Arthropode,Bowed Fiddler Crab,Tubuca arcuata,
Arthropode,Tylos europaeus,Tylos europaeus,atlantique
Arthropode,Tylos ponticus,Tylos ponticus,mediterranee
Arthropode,Typhlocirolana moraguesi,Typhlocirolana moraguesi,mediterranee
Arthropode,Upogebia deltaura,Upogebia deltaura,atlantique
Arthropode,Gébie minuscule,Upogebia pusilla,"atlantique,mediterranee"
Arthropode,Upogebia stellata,Upogebia stellata,atlantique
Arthropode,Urobopyrus processae,Urobopyrus processae,"atlantique,mediterranee"
Arthropode,longtail grass shrimp,Urocaris longicaudata,
Arthropode,Urothoe elegans,Urothoe elegans,
Arthropode,Urothoe poseidonis,Urothoe poseidonis,atlantique
Arthropode,Urothoe pulchella,Urothoe pulchella,atlantique
Arthropode,Westwoodilla caecula,Westwoodilla caecula,
Arthropode,Xaiva,Xaiva biguttata,"atlantique,mediterranee"
Arthropode,Crabe de pierre,Xantho hydrophilus,"atlantique,mediterranee"
Arthropode,Xanthe poilu,Xantho pilipes,"atlantique,mediterranee"
Arthropode,Xanthe de Méditerranée,Xantho poressa,mediterranee
Arthropode,Zeuxo holdichi,Zeuxo holdichi,"atlantique,mediterranee"
Bryozoaire,Adenifera armata,Adenifera armata,
Bryozoaire,Adéonelle,Adeonella calveti,mediterranee
Bryozoaire,Adéonelle de Méditerranée orientale,Adeonella pallasii,mediterranee
Bryozoaire,Adeonellopsis pentapora,Adeonellopsis pentapora,
Bryozoaire,Aetea anguina,Aetea anguina,"atlantique,mediterranee"
Bryozoaire,Aetea lepadiformis,Aetea lepadiformis,mediterranee
Bryozoaire,Aetea longicollis,Aetea longicollis,mediterranee
Bryozoaire,Aetea sica,Aetea sica,mediterranee
Bryozoaire,Aetea truncata,Aetea truncata,mediterranee
Bryozoaire,Akatopora tincta,Akatopora tincta,
Bryozoaire,Alcyonidioides mytili,Alcyonidioides mytili,atlantique
Bryozoaire,Alcyonidium albidum,Alcyonidium albidum,atlantique
Bryozoaire,Alcyonidium condylocinereum,Alcyonidium condylocinereum,
Bryozoaire,Alcyonidium diaphanum,Alcyonidium diaphanum,atlantique
Bryozoaire,Alcyonidium duplex,Alcyonidium duplex,mediterranee
